[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1337
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#1338
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#2261
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-750 Black#,#815
[Date].[Calendar Date].[Calendar Year].&[2013]#,#LL Road Tire#,#2706
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-150 Red#,#1003
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#894
[Date].[Calendar Date].[Calendar Year].&[2013]#,#HL Mountain Tire#,#2568
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Racing Socks#,#1279
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#2448
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Short-Sleeve Classic Jersey#,#1659
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Sport-100 Helmet#,#2972
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#810
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Tire Tube#,#2492
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Short-Sleeve Classic Jersey#,#892
[Date].[Calendar Date].[Calendar Year].&[2010]#,#All-Purpose Bike Stand#,#545
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2733
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Half-Finger Gloves#,#1467
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Bottle Cage#,#1396
[Date].[Calendar Date].[Calendar Year].&[2012]#,#All-Purpose Bike Stand#,#706
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#970
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Racing Socks#,#1969
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Sport-100 Helmet#,#1369
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#1074
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#2282
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#1067
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#1569
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#2953
[Date].[Calendar Date].[Calendar Year].&[2010]#,#ML Mountain Tire#,#1651
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#2312
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#1251
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain Bottle Cage#,#1044
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#651
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-350-W Yellow#,#2637
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Women's Mountain Shorts#,#2824
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Racing Socks#,#2462
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Racing Socks#,#817
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain Tire Tube#,#1125
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1708
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#709
[Date].[Calendar Date].[Calendar Year].&[2010]#,#ML Mountain Tire#,#2396
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Black#,#1253
[Date].[Calendar Date].[Calendar Year].&[2013]#,#All-Purpose Bike Stand#,#1418
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1204
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Racing Socks#,#1253
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Red#,#2534
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain Tire Tube#,#1585
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-150 Red#,#2547
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Classic Vest#,#2994
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-2000 Blue#,#1871
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2066
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1349
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Black#,#2077
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1827
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-750 Black#,#1249
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#2016
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain Tire Tube#,#2066
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#2549
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#1025
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring Tire Tube#,#2669
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring Tire#,#691
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#2065
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Women's Mountain Shorts#,#2939
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Red#,#1632
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2489
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1331
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#634
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Sport-100 Helmet#,#587
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Black#,#2981
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#742
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Patch Kit/8 Patches#,#2712
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#655
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2562
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Black#,#854
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Red#,#1923
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring Tire#,#2296
[Date].[Calendar Date].[Calendar Year].&[2012]#,#HL Road Tire#,#1251
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road Tire Tube#,#705
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Red#,#2564
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-400-W Silver#,#2203
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#792
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Half-Finger Gloves#,#1316
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Long-Sleeve Logo Jersey#,#1191
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Yellow#,#1415
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#703
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Bike Wash - Dissolver#,#2872
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Classic Vest#,#2177
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#1037
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Hitch Rack - 4-Bike#,#1012
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#624
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2512
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-400-W Silver#,#2788
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#1797
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Long-Sleeve Logo Jersey#,#1567
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#2325
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-750 Black#,#2857
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#2825
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-350-W Yellow#,#2233
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Sport-100 Helmet#,#2939
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#587
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#2852
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#2411
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#2355
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Blue#,#1937
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#1023
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Silver#,#1329
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Classic Vest#,#1999
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-350-W Yellow#,#662
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#2989
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Black#,#873
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Yellow#,#2011
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#2337
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#511
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1095
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#2399
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-2000 Blue#,#1047
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#1503
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#1240
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2217
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#2862
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#555
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1969
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#1990
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2195
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Sport-100 Helmet#,#819
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#2985
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Silver#,#2137
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#2137
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#2107
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#1114
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#1841
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2211
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#1563
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#2000
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#2843
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#529
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1947
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#537
[Date].[Calendar Date].[Calendar Year].&[2010]#,#HL Mountain Tire#,#2457
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#938
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#768
[Date].[Calendar Date].[Calendar Year].&[2011]#,#LL Road Tire#,#2336
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#1501
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#963
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#2861
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Bike Wash - Dissolver#,#2263
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-2000 Blue#,#504
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Silver#,#1745
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1422
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#2619
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Red#,#2552
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Yellow#,#2135
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#1967
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2148
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#2435
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-400-W Silver#,#1007
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#2055
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1662
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Red#,#2533
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1074
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain Bottle Cage#,#740
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Blue#,#2109
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Sport-100 Helmet#,#1025
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#1720
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring Tire Tube#,#2761
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2427
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Black#,#2470
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#1746
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#1932
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#2943
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Silver#,#2894
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#504
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Hydration Pack - 70 oz.#,#2549
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#1314
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-350-W Yellow#,#1625
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#767
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Silver#,#1772
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2871
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#926
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#2066
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2301
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#2999
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#1424
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Silver#,#2686
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2117
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2790
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#950
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Hitch Rack - 4-Bike#,#1484
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain Tire Tube#,#603
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-400-W Silver#,#2280
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Black#,#1712
[Date].[Calendar Date].[Calendar Year].&[2012]#,#AWC Logo Cap#,#2661
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Yellow#,#919
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#2959
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#2570
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Women's Mountain Shorts#,#2572
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1739
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#710
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#2620
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#893
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Blue#,#2329
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1421
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-400-W Silver#,#1630
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#2203
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2568
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Bike Wash - Dissolver#,#2830
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-2000 Blue#,#2511
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Hitch Rack - 4-Bike#,#2293
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Silver#,#1456
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Yellow#,#2909
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2822
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1193
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#2036
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Red#,#829
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Sport-100 Helmet#,#2033
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#760
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2931
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2996
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Black#,#2778
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2435
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#1814
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring Tire#,#2819
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Red#,#739
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#2170
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Black#,#2031
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Red#,#711
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#1103
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#1172
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Half-Finger Gloves#,#2290
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Black#,#2249
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Half-Finger Gloves#,#613
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#2549
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Black#,#813
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Classic Vest#,#1298
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1735
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#1004
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#2684
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Bike Wash - Dissolver#,#1433
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#1669
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-150 Red#,#2276
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#2966
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#1008
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Half-Finger Gloves#,#2120
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Women's Mountain Shorts#,#559
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Black#,#1217
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#520
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1132
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Black#,#1244
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#2855
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#1097
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#1579
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Tire Tube#,#767
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#2738
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain Bottle Cage#,#2793
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#1193
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Silver#,#984
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#835
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Water Bottle - 30 oz.#,#2844
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1022
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Patch Kit/8 Patches#,#1013
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#2298
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#1253
[Date].[Calendar Date].[Calendar Year].&[2012]#,#LL Mountain Tire#,#851
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1360
[Date].[Calendar Date].[Calendar Year].&[2013]#,#LL Mountain Tire#,#1742
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#1982
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#1588
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Patch Kit/8 Patches#,#1242
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Black#,#2647
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#2142
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#2731
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-400-W Silver#,#508
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1146
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-350-W Yellow#,#556
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#1332
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#658
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#1358
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Hydration Pack - 70 oz.#,#1642
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Black#,#678
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2132
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#1792
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#1475
[Date].[Calendar Date].[Calendar Year].&[2011]#,#ML Road Tire#,#1896
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#813
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#2502
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-1000 Yellow#,#536
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2040
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1560
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#954
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#1425
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-150 Red#,#959
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Short-Sleeve Classic Jersey#,#780
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Red#,#2568
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Racing Socks#,#2155
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1044
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Black#,#2177
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#2913
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-350-W Yellow#,#2897
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-1000 Yellow#,#1370
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2862
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#1775
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-350-W Yellow#,#918
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#2735
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Black#,#758
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Silver#,#900
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2517
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Black#,#2456
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Yellow#,#1313
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#670
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Silver#,#637
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Half-Finger Gloves#,#2801
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#1207
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1249
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Short-Sleeve Classic Jersey#,#2621
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Yellow#,#976
[Date].[Calendar Date].[Calendar Year].&[2013]#,#LL Road Tire#,#1631
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road Bottle Cage#,#1133
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Patch Kit/8 Patches#,#2278
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#2582
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#654
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2288
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2659
[Date].[Calendar Date].[Calendar Year].&[2010]#,#AWC Logo Cap#,#1530
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#2349
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2291
[Date].[Calendar Date].[Calendar Year].&[2011]#,#LL Mountain Tire#,#1418
